cname,ccodealp_year_2,ccode,cname2,year,wbgi_cce,ti_cpi
Afghanistan,AFG1960,4,Afghanistan,1960,,
Afghanistan,AFG1961,4,Afghanistan,1961,,
Afghanistan,AFG1962,4,Afghanistan,1962,,
Afghanistan,AFG1963,4,Afghanistan,1963,,
Afghanistan,AFG1964,4,Afghanistan,1964,,
Afghanistan,AFG1965,4,Afghanistan,1965,,
Afghanistan,AFG1966,4,Afghanistan,1966,,
Afghanistan,AFG1967,4,Afghanistan,1967,,
Afghanistan,AFG1968,4,Afghanistan,1968,,
Afghanistan,AFG1969,4,Afghanistan,1969,,
Afghanistan,AFG1970,4,Afghanistan,1970,,
Afghanistan,AFG1971,4,Afghanistan,1971,,
Afghanistan,AFG1972,4,Afghanistan,1972,,
Afghanistan,AFG1973,4,Afghanistan,1973,,
Afghanistan,AFG1974,4,Afghanistan,1974,,
Afghanistan,AFG1975,4,Afghanistan,1975,,
Afghanistan,AFG1976,4,Afghanistan,1976,,
Afghanistan,AFG1977,4,Afghanistan,1977,,
Afghanistan,AFG1978,4,Afghanistan,1978,,
Afghanistan,AFG1979,4,Afghanistan,1979,,
Afghanistan,AFG1980,4,Afghanistan,1980,,
Afghanistan,AFG1981,4,Afghanistan,1981,,
Afghanistan,AFG1982,4,Afghanistan,1982,,
Afghanistan,AFG1983,4,Afghanistan,1983,,
Afghanistan,AFG1984,4,Afghanistan,1984,,
Afghanistan,AFG1985,4,Afghanistan,1985,,
Afghanistan,AFG1986,4,Afghanistan,1986,,
Afghanistan,AFG1987,4,Afghanistan,1987,,
Afghanistan,AFG1988,4,Afghanistan,1988,,
Afghanistan,AFG1989,4,Afghanistan,1989,,
Afghanistan,AFG1990,4,Afghanistan,1990,,
Afghanistan,AFG1991,4,Afghanistan,1991,,
Afghanistan,AFG1992,4,Afghanistan,1992,,
Afghanistan,AFG1993,4,Afghanistan,1993,,
Afghanistan,AFG1994,4,Afghanistan,1994,,
Afghanistan,AFG1995,4,Afghanistan,1995,,
Afghanistan,AFG1996,4,Afghanistan,1996,-1.8468397,
Afghanistan,AFG1997,4,Afghanistan,1997,,
Afghanistan,AFG1998,4,Afghanistan,1998,-1.8362646,
Afghanistan,AFG1999,4,Afghanistan,1999,,
Afghanistan,AFG2000,4,Afghanistan,2000,-1.9137733,
Afghanistan,AFG2001,4,Afghanistan,2001,,
Afghanistan,AFG2002,4,Afghanistan,2002,-1.4263996,
Afghanistan,AFG2003,4,Afghanistan,2003,-1.5468524,
Afghanistan,AFG2004,4,Afghanistan,2004,-1.4242998,
Afghanistan,AFG2005,4,Afghanistan,2005,-1.4642575,2.5
Afghanistan,AFG2006,4,Afghanistan,2006,-1.4445164,
Afghanistan,AFG2007,4,Afghanistan,2007,-1.5905142,1.8
Afghanistan,AFG2008,4,Afghanistan,2008,-1.6371688,1.5
Afghanistan,AFG2009,4,Afghanistan,2009,-1.5132792,1.3
Afghanistan,AFG2010,4,Afghanistan,2010,-1.6244657,1.4
Afghanistan,AFG2011,4,Afghanistan,2011,-1.5490125,1.5170929
Afghanistan,AFG2012,4,Afghanistan,2012,-1.4064268,0.80000001
Afghanistan,AFG2013,4,Afghanistan,2013,,0.80000001
Afghanistan,AFG2014,4,Afghanistan,2014,,
Albania,ALB1960,8,Albania,1960,,
Albania,ALB1961,8,Albania,1961,,
Albania,ALB1962,8,Albania,1962,,
Albania,ALB1963,8,Albania,1963,,
Albania,ALB1964,8,Albania,1964,,
Albania,ALB1965,8,Albania,1965,,
Albania,ALB1966,8,Albania,1966,,
Albania,ALB1967,8,Albania,1967,,
Albania,ALB1968,8,Albania,1968,,
Albania,ALB1969,8,Albania,1969,,
Albania,ALB1970,8,Albania,1970,,
Albania,ALB1971,8,Albania,1971,,
Albania,ALB1972,8,Albania,1972,,
Albania,ALB1973,8,Albania,1973,,
Albania,ALB1974,8,Albania,1974,,
Albania,ALB1975,8,Albania,1975,,
Albania,ALB1976,8,Albania,1976,,
Albania,ALB1977,8,Albania,1977,,
Albania,ALB1978,8,Albania,1978,,
Albania,ALB1979,8,Albania,1979,,
Albania,ALB1980,8,Albania,1980,,
Albania,ALB1981,8,Albania,1981,,
Albania,ALB1982,8,Albania,1982,,
Albania,ALB1983,8,Albania,1983,,
Albania,ALB1984,8,Albania,1984,,
Albania,ALB1985,8,Albania,1985,,
Albania,ALB1986,8,Albania,1986,,
Albania,ALB1987,8,Albania,1987,,
Albania,ALB1988,8,Albania,1988,,
Albania,ALB1989,8,Albania,1989,,
Albania,ALB1990,8,Albania,1990,,
Albania,ALB1991,8,Albania,1991,,
Albania,ALB1992,8,Albania,1992,,
Albania,ALB1993,8,Albania,1993,,
Albania,ALB1994,8,Albania,1994,,
Albania,ALB1995,8,Albania,1995,,
Albania,ALB1996,8,Albania,1996,-1.0909804,
Albania,ALB1997,8,Albania,1997,,
Albania,ALB1998,8,Albania,1998,-1.0085912,
Albania,ALB1999,8,Albania,1999,,2.3
Albania,ALB2000,8,Albania,2000,-0.82448232,
Albania,ALB2001,8,Albania,2001,,
Albania,ALB2002,8,Albania,2002,-0.8567751,2.5
Albania,ALB2003,8,Albania,2003,-0.76875007,2.5
Albania,ALB2004,8,Albania,2004,-0.67165804,2.5
Albania,ALB2005,8,Albania,2005,-0.74666435,2.4000001
Albania,ALB2006,8,Albania,2006,-0.80598044,2.5999999
Albania,ALB2007,8,Albania,2007,-0.65916407,2.9000001
Albania,ALB2008,8,Albania,2008,-0.54541945,3.4000001
Albania,ALB2009,8,Albania,2009,-0.49327832,3.2
Albania,ALB2010,8,Albania,2010,-0.48857775,3.3
Albania,ALB2011,8,Albania,2011,-0.6469062,3.0529461
Albania,ALB2012,8,Albania,2012,-0.72284818,3.3
Albania,ALB2013,8,Albania,2013,,3.0999999
Albania,ALB2014,8,Albania,2014,,
Algeria,DZA1960,12,Algeria,1960,,
Algeria,DZA1961,12,Algeria,1961,,
Algeria,DZA1962,12,Algeria,1962,,
Algeria,DZA1963,12,Algeria,1963,,
Algeria,DZA1964,12,Algeria,1964,,
Algeria,DZA1965,12,Algeria,1965,,
Algeria,DZA1966,12,Algeria,1966,,
Algeria,DZA1967,12,Algeria,1967,,
Algeria,DZA1968,12,Algeria,1968,,
Algeria,DZA1969,12,Algeria,1969,,
Algeria,DZA1970,12,Algeria,1970,,
Algeria,DZA1971,12,Algeria,1971,,
Algeria,DZA1972,12,Algeria,1972,,
Algeria,DZA1973,12,Algeria,1973,,
Algeria,DZA1974,12,Algeria,1974,,
Algeria,DZA1975,12,Algeria,1975,,
Algeria,DZA1976,12,Algeria,1976,,
Algeria,DZA1977,12,Algeria,1977,,
Algeria,DZA1978,12,Algeria,1978,,
Algeria,DZA1979,12,Algeria,1979,,
Algeria,DZA1980,12,Algeria,1980,,
Algeria,DZA1981,12,Algeria,1981,,
Algeria,DZA1982,12,Algeria,1982,,
Algeria,DZA1983,12,Algeria,1983,,
Algeria,DZA1984,12,Algeria,1984,,
Algeria,DZA1985,12,Algeria,1985,,
Algeria,DZA1986,12,Algeria,1986,,
Algeria,DZA1987,12,Algeria,1987,,
Algeria,DZA1988,12,Algeria,1988,,
Algeria,DZA1989,12,Algeria,1989,,
Algeria,DZA1990,12,Algeria,1990,,
Algeria,DZA1991,12,Algeria,1991,,
Algeria,DZA1992,12,Algeria,1992,,
Algeria,DZA1993,12,Algeria,1993,,
Algeria,DZA1994,12,Algeria,1994,,
Algeria,DZA1995,12,Algeria,1995,,
Algeria,DZA1996,12,Algeria,1996,-0.47999078,
Algeria,DZA1997,12,Algeria,1997,,
Algeria,DZA1998,12,Algeria,1998,-0.9697035,
Algeria,DZA1999,12,Algeria,1999,,
Algeria,DZA2000,12,Algeria,2000,-0.94872332,
Algeria,DZA2001,12,Algeria,2001,,
Algeria,DZA2002,12,Algeria,2002,-0.93656957,
Algeria,DZA2003,12,Algeria,2003,-0.66810143,2.5999999
Algeria,DZA2004,12,Algeria,2004,-0.62548798,2.7
Algeria,DZA2005,12,Algeria,2005,-0.4221752,2.8
Algeria,DZA2006,12,Algeria,2006,-0.48602429,3.0999999
Algeria,DZA2007,12,Algeria,2007,-0.51552171,3
Algeria,DZA2008,12,Algeria,2008,-0.56176227,3.2
Algeria,DZA2009,12,Algeria,2009,-0.54650897,2.8
Algeria,DZA2010,12,Algeria,2010,-0.48780516,2.9000001
Algeria,DZA2011,12,Algeria,2011,-0.55955231,2.904377
Algeria,DZA2012,12,Algeria,2012,-0.53636646,3.4000001
Algeria,DZA2013,12,Algeria,2013,,3.5999999
Algeria,DZA2014,12,Algeria,2014,,
Andorra,AND1960,20,Andorra,1960,,
Andorra,AND1961,20,Andorra,1961,,
Andorra,AND1962,20,Andorra,1962,,
Andorra,AND1963,20,Andorra,1963,,
Andorra,AND1964,20,Andorra,1964,,
Andorra,AND1965,20,Andorra,1965,,
Andorra,AND1966,20,Andorra,1966,,
Andorra,AND1967,20,Andorra,1967,,
Andorra,AND1968,20,Andorra,1968,,
Andorra,AND1969,20,Andorra,1969,,
Andorra,AND1970,20,Andorra,1970,,
Andorra,AND1971,20,Andorra,1971,,
Andorra,AND1972,20,Andorra,1972,,
Andorra,AND1973,20,Andorra,1973,,
Andorra,AND1974,20,Andorra,1974,,
Andorra,AND1975,20,Andorra,1975,,
Andorra,AND1976,20,Andorra,1976,,
Andorra,AND1977,20,Andorra,1977,,
Andorra,AND1978,20,Andorra,1978,,
Andorra,AND1979,20,Andorra,1979,,
Andorra,AND1980,20,Andorra,1980,,
Andorra,AND1981,20,Andorra,1981,,
Andorra,AND1982,20,Andorra,1982,,
Andorra,AND1983,20,Andorra,1983,,
Andorra,AND1984,20,Andorra,1984,,
Andorra,AND1985,20,Andorra,1985,,
Andorra,AND1986,20,Andorra,1986,,
Andorra,AND1987,20,Andorra,1987,,
Andorra,AND1988,20,Andorra,1988,,
Andorra,AND1989,20,Andorra,1989,,
Andorra,AND1990,20,Andorra,1990,,
Andorra,AND1991,20,Andorra,1991,,
Andorra,AND1992,20,Andorra,1992,,
Andorra,AND1993,20,Andorra,1993,,
Andorra,AND1994,20,Andorra,1994,,
Andorra,AND1995,20,Andorra,1995,,
Andorra,AND1996,20,Andorra,1996,1.3595393,
Andorra,AND1997,20,Andorra,1997,,
Andorra,AND1998,20,Andorra,1998,1.3801486,
Andorra,AND1999,20,Andorra,1999,,
Andorra,AND2000,20,Andorra,2000,1.3848828,
Andorra,AND2001,20,Andorra,2001,,
Andorra,AND2002,20,Andorra,2002,1.2993339,
Andorra,AND2003,20,Andorra,2003,1.3165196,
Andorra,AND2004,20,Andorra,2004,1.1017784,
Andorra,AND2005,20,Andorra,2005,1.2721832,
Andorra,AND2006,20,Andorra,2006,1.2747476,
Andorra,AND2007,20,Andorra,2007,1.2982739,
Andorra,AND2008,20,Andorra,2008,1.3197852,
Andorra,AND2009,20,Andorra,2009,1.3451368,
Andorra,AND2010,20,Andorra,2010,1.333021,
Andorra,AND2011,20,Andorra,2011,1.3072028,
Andorra,AND2012,20,Andorra,2012,1.294341,
Andorra,AND2013,20,Andorra,2013,,
Andorra,AND2014,20,Andorra,2014,,
Angola,AGO1960,24,Angola,1960,,
Angola,AGO1961,24,Angola,1961,,
Angola,AGO1962,24,Angola,1962,,
Angola,AGO1963,24,Angola,1963,,
Angola,AGO1964,24,Angola,1964,,
Angola,AGO1965,24,Angola,1965,,
Angola,AGO1966,24,Angola,1966,,
Angola,AGO1967,24,Angola,1967,,
Angola,AGO1968,24,Angola,1968,,
Angola,AGO1969,24,Angola,1969,,
Angola,AGO1970,24,Angola,1970,,
Angola,AGO1971,24,Angola,1971,,
Angola,AGO1972,24,Angola,1972,,
Angola,AGO1973,24,Angola,1973,,
Angola,AGO1974,24,Angola,1974,,
Angola,AGO1975,24,Angola,1975,,
Angola,AGO1976,24,Angola,1976,,
Angola,AGO1977,24,Angola,1977,,
Angola,AGO1978,24,Angola,1978,,
Angola,AGO1979,24,Angola,1979,,
Angola,AGO1980,24,Angola,1980,,
Angola,AGO1981,24,Angola,1981,,
Angola,AGO1982,24,Angola,1982,,
Angola,AGO1983,24,Angola,1983,,
Angola,AGO1984,24,Angola,1984,,
Angola,AGO1985,24,Angola,1985,,
Angola,AGO1986,24,Angola,1986,,
Angola,AGO1987,24,Angola,1987,,
Angola,AGO1988,24,Angola,1988,,
Angola,AGO1989,24,Angola,1989,,
Angola,AGO1990,24,Angola,1990,,
Angola,AGO1991,24,Angola,1991,,
Angola,AGO1992,24,Angola,1992,,
Angola,AGO1993,24,Angola,1993,,
Angola,AGO1994,24,Angola,1994,,
Angola,AGO1995,24,Angola,1995,,
Angola,AGO1996,24,Angola,1996,-1.1580983,
Angola,AGO1997,24,Angola,1997,,
Angola,AGO1998,24,Angola,1998,-1.3188562,
Angola,AGO1999,24,Angola,1999,,
Angola,AGO2000,24,Angola,2000,-1.5166979,1.7
Angola,AGO2001,24,Angola,2001,,
Angola,AGO2002,24,Angola,2002,-1.1369333,1.7
Angola,AGO2003,24,Angola,2003,-1.3037897,1.8
Angola,AGO2004,24,Angola,2004,-1.2811137,2
Angola,AGO2005,24,Angola,2005,-1.3316549,2
Angola,AGO2006,24,Angola,2006,-1.2277778,2.2
Angola,AGO2007,24,Angola,2007,-1.3204083,2.2
Angola,AGO2008,24,Angola,2008,-1.283269,1.9
Angola,AGO2009,24,Angola,2009,-1.4175861,1.9
Angola,AGO2010,24,Angola,2010,-1.3192176,1.9
Angola,AGO2011,24,Angola,2011,-1.3372861,2.0050349
Angola,AGO2012,24,Angola,2012,-1.2949667,2.2
Angola,AGO2013,24,Angola,2013,,2.3
Angola,AGO2014,24,Angola,2014,,
Antigua and Barbuda,ATG1960,28,Antigua and Barbuda,1960,,
Antigua and Barbuda,ATG1961,28,Antigua and Barbuda,1961,,
Antigua and Barbuda,ATG1962,28,Antigua and Barbuda,1962,,
Antigua and Barbuda,ATG1963,28,Antigua and Barbuda,1963,,
Antigua and Barbuda,ATG1964,28,Antigua and Barbuda,1964,,
Antigua and Barbuda,ATG1965,28,Antigua and Barbuda,1965,,
Antigua and Barbuda,ATG1966,28,Antigua and Barbuda,1966,,
Antigua and Barbuda,ATG1967,28,Antigua and Barbuda,1967,,
Antigua and Barbuda,ATG1968,28,Antigua and Barbuda,1968,,
Antigua and Barbuda,ATG1969,28,Antigua and Barbuda,1969,,
Antigua and Barbuda,ATG1970,28,Antigua and Barbuda,1970,,
Antigua and Barbuda,ATG1971,28,Antigua and Barbuda,1971,,
Antigua and Barbuda,ATG1972,28,Antigua and Barbuda,1972,,
Antigua and Barbuda,ATG1973,28,Antigua and Barbuda,1973,,
Antigua and Barbuda,ATG1974,28,Antigua and Barbuda,1974,,
Antigua and Barbuda,ATG1975,28,Antigua and Barbuda,1975,,
Antigua and Barbuda,ATG1976,28,Antigua and Barbuda,1976,,
Antigua and Barbuda,ATG1977,28,Antigua and Barbuda,1977,,
Antigua and Barbuda,ATG1978,28,Antigua and Barbuda,1978,,
Antigua and Barbuda,ATG1979,28,Antigua and Barbuda,1979,,
Antigua and Barbuda,ATG1980,28,Antigua and Barbuda,1980,,
Antigua and Barbuda,ATG1981,28,Antigua and Barbuda,1981,,
Antigua and Barbuda,ATG1982,28,Antigua and Barbuda,1982,,
Antigua and Barbuda,ATG1983,28,Antigua and Barbuda,1983,,
Antigua and Barbuda,ATG1984,28,Antigua and Barbuda,1984,,
Antigua and Barbuda,ATG1985,28,Antigua and Barbuda,1985,,
Antigua and Barbuda,ATG1986,28,Antigua and Barbuda,1986,,
Antigua and Barbuda,ATG1987,28,Antigua and Barbuda,1987,,
Antigua and Barbuda,ATG1988,28,Antigua and Barbuda,1988,,
Antigua and Barbuda,ATG1989,28,Antigua and Barbuda,1989,,
Antigua and Barbuda,ATG1990,28,Antigua and Barbuda,1990,,
Antigua and Barbuda,ATG1991,28,Antigua and Barbuda,1991,,
Antigua and Barbuda,ATG1992,28,Antigua and Barbuda,1992,,
Antigua and Barbuda,ATG1993,28,Antigua and Barbuda,1993,,
Antigua and Barbuda,ATG1994,28,Antigua and Barbuda,1994,,
Antigua and Barbuda,ATG1995,28,Antigua and Barbuda,1995,,
Antigua and Barbuda,ATG1996,28,Antigua and Barbuda,1996,0.90148515,
Antigua and Barbuda,ATG1997,28,Antigua and Barbuda,1997,,
Antigua and Barbuda,ATG1998,28,Antigua and Barbuda,1998,0.92066103,
Antigua and Barbuda,ATG1999,28,Antigua and Barbuda,1999,,
Antigua and Barbuda,ATG2000,28,Antigua and Barbuda,2000,0.91364616,
Antigua and Barbuda,ATG2001,28,Antigua and Barbuda,2001,,
Antigua and Barbuda,ATG2002,28,Antigua and Barbuda,2002,0.84504503,
Antigua and Barbuda,ATG2003,28,Antigua and Barbuda,2003,0.83345872,
Antigua and Barbuda,ATG2004,28,Antigua and Barbuda,2004,0.83644372,
Antigua and Barbuda,ATG2005,28,Antigua and Barbuda,2005,0.76576692,
Antigua and Barbuda,ATG2006,28,Antigua and Barbuda,2006,1.2747476,
Antigua and Barbuda,ATG2007,28,Antigua and Barbuda,2007,1.2982739,
Antigua and Barbuda,ATG2008,28,Antigua and Barbuda,2008,1.3197852,
Antigua and Barbuda,ATG2009,28,Antigua and Barbuda,2009,1.3451368,
Antigua and Barbuda,ATG2010,28,Antigua and Barbuda,2010,1.333021,
Antigua and Barbuda,ATG2011,28,Antigua and Barbuda,2011,1.3072028,
Antigua and Barbuda,ATG2012,28,Antigua and Barbuda,2012,1.294341,
Antigua and Barbuda,ATG2013,28,Antigua and Barbuda,2013,,
Antigua and Barbuda,ATG2014,28,Antigua and Barbuda,2014,,
Argentina,ARG1960,32,Argentina,1960,,
Argentina,ARG1961,32,Argentina,1961,,
Argentina,ARG1962,32,Argentina,1962,,
Argentina,ARG1963,32,Argentina,1963,,
Argentina,ARG1964,32,Argentina,1964,,
Argentina,ARG1965,32,Argentina,1965,,
Argentina,ARG1966,32,Argentina,1966,,
Argentina,ARG1967,32,Argentina,1967,,
Argentina,ARG1968,32,Argentina,1968,,
Argentina,ARG1969,32,Argentina,1969,,
Argentina,ARG1970,32,Argentina,1970,,
Argentina,ARG1971,32,Argentina,1971,,
Argentina,ARG1972,32,Argentina,1972,,
Argentina,ARG1973,32,Argentina,1973,,
Argentina,ARG1974,32,Argentina,1974,,
Argentina,ARG1975,32,Argentina,1975,,
Argentina,ARG1976,32,Argentina,1976,,
Argentina,ARG1977,32,Argentina,1977,,
Argentina,ARG1978,32,Argentina,1978,,
Argentina,ARG1979,32,Argentina,1979,,
Argentina,ARG1980,32,Argentina,1980,,
Argentina,ARG1981,32,Argentina,1981,,
Argentina,ARG1982,32,Argentina,1982,,
Argentina,ARG1983,32,Argentina,1983,,
Argentina,ARG1984,32,Argentina,1984,,
Argentina,ARG1985,32,Argentina,1985,,
Argentina,ARG1986,32,Argentina,1986,,
Argentina,ARG1987,32,Argentina,1987,,
Argentina,ARG1988,32,Argentina,1988,,
Argentina,ARG1989,32,Argentina,1989,,
Argentina,ARG1990,32,Argentina,1990,,
Argentina,ARG1991,32,Argentina,1991,,
Argentina,ARG1992,32,Argentina,1992,,
Argentina,ARG1993,32,Argentina,1993,,
Argentina,ARG1994,32,Argentina,1994,,
Argentina,ARG1995,32,Argentina,1995,,5.2399998
Argentina,ARG1996,32,Argentina,1996,-0.21272109,3.4100001
Argentina,ARG1997,32,Argentina,1997,,2.8099999
Argentina,ARG1998,32,Argentina,1998,-0.18415873,3
Argentina,ARG1999,32,Argentina,1999,,3
Argentina,ARG2000,32,Argentina,2000,-0.33850399,3.5
Argentina,ARG2001,32,Argentina,2001,,3.5
Argentina,ARG2002,32,Argentina,2002,-0.51415634,2.8
Argentina,ARG2003,32,Argentina,2003,-0.52294081,2.5
Argentina,ARG2004,32,Argentina,2004,-0.45447451,2.5
Argentina,ARG2005,32,Argentina,2005,-0.43084329,2.8
Argentina,ARG2006,32,Argentina,2006,-0.39737868,2.9000001
Argentina,ARG2007,32,Argentina,2007,-0.39808014,2.9000001
Argentina,ARG2008,32,Argentina,2008,-0.47370946,2.9000001
Argentina,ARG2009,32,Argentina,2009,-0.50360018,2.9000001
Argentina,ARG2010,32,Argentina,2010,-0.41350728,2.9000001
Argentina,ARG2011,32,Argentina,2011,-0.40076819,2.996074
Argentina,ARG2012,32,Argentina,2012,-0.48550728,3.5
Argentina,ARG2013,32,Argentina,2013,,3.4000001
Argentina,ARG2014,32,Argentina,2014,,
Armenia,ARM1960,51,Armenia,1960,,
Armenia,ARM1961,51,Armenia,1961,,
Armenia,ARM1962,51,Armenia,1962,,
Armenia,ARM1963,51,Armenia,1963,,
Armenia,ARM1964,51,Armenia,1964,,
Armenia,ARM1965,51,Armenia,1965,,
Armenia,ARM1966,51,Armenia,1966,,
Armenia,ARM1967,51,Armenia,1967,,
Armenia,ARM1968,51,Armenia,1968,,
Armenia,ARM1969,51,Armenia,1969,,
Armenia,ARM1970,51,Armenia,1970,,
Armenia,ARM1971,51,Armenia,1971,,
Armenia,ARM1972,51,Armenia,1972,,
Armenia,ARM1973,51,Armenia,1973,,
Armenia,ARM1974,51,Armenia,1974,,
Armenia,ARM1975,51,Armenia,1975,,
Armenia,ARM1976,51,Armenia,1976,,
Armenia,ARM1977,51,Armenia,1977,,
Armenia,ARM1978,51,Armenia,1978,,
Armenia,ARM1979,51,Armenia,1979,,
Armenia,ARM1980,51,Armenia,1980,,
Armenia,ARM1981,51,Armenia,1981,,
Armenia,ARM1982,51,Armenia,1982,,
Armenia,ARM1983,51,Armenia,1983,,
Armenia,ARM1984,51,Armenia,1984,,
Armenia,ARM1985,51,Armenia,1985,,
Armenia,ARM1986,51,Armenia,1986,,
Armenia,ARM1987,51,Armenia,1987,,
Armenia,ARM1988,51,Armenia,1988,,
Armenia,ARM1989,51,Armenia,1989,,
Armenia,ARM1990,51,Armenia,1990,,
Armenia,ARM1991,51,Armenia,1991,,
Armenia,ARM1992,51,Armenia,1992,,
Armenia,ARM1993,51,Armenia,1993,,
Armenia,ARM1994,51,Armenia,1994,,
Armenia,ARM1995,51,Armenia,1995,,
Armenia,ARM1996,51,Armenia,1996,-0.47267726,
Armenia,ARM1997,51,Armenia,1997,,
Armenia,ARM1998,51,Armenia,1998,-0.73706651,
Armenia,ARM1999,51,Armenia,1999,,2.5
Armenia,ARM2000,51,Armenia,2000,-0.6515705,2.5
Armenia,ARM2001,51,Armenia,2001,,
Armenia,ARM2002,51,Armenia,2002,-0.64984637,
Armenia,ARM2003,51,Armenia,2003,-0.5539906,3
Armenia,ARM2004,51,Armenia,2004,-0.60665643,3.0999999
Armenia,ARM2005,51,Armenia,2005,-0.63428104,2.9000001
Armenia,ARM2006,51,Armenia,2006,-0.58624417,2.9000001
Armenia,ARM2007,51,Armenia,2007,-0.66368169,3
Armenia,ARM2008,51,Armenia,2008,-0.63457245,2.9000001
Armenia,ARM2009,51,Armenia,2009,-0.55635434,2.7
Armenia,ARM2010,51,Armenia,2010,-0.65060961,2.5999999
Armenia,ARM2011,51,Armenia,2011,-0.59590971,2.6289959
Armenia,ARM2012,51,Armenia,2012,-0.52692837,3.4000001
Armenia,ARM2013,51,Armenia,2013,,3.5999999
Armenia,ARM2014,51,Armenia,2014,,
Australia,AUS1960,36,Australia,1960,,
Australia,AUS1961,36,Australia,1961,,
Australia,AUS1962,36,Australia,1962,,
Australia,AUS1963,36,Australia,1963,,
Australia,AUS1964,36,Australia,1964,,
Australia,AUS1965,36,Australia,1965,,
Australia,AUS1966,36,Australia,1966,,
Australia,AUS1967,36,Australia,1967,,
Australia,AUS1968,36,Australia,1968,,
Australia,AUS1969,36,Australia,1969,,
Australia,AUS1970,36,Australia,1970,,
Australia,AUS1971,36,Australia,1971,,
Australia,AUS1972,36,Australia,1972,,
Australia,AUS1973,36,Australia,1973,,
Australia,AUS1974,36,Australia,1974,,
Australia,AUS1975,36,Australia,1975,,
Australia,AUS1976,36,Australia,1976,,
Australia,AUS1977,36,Australia,1977,,
Australia,AUS1978,36,Australia,1978,,
Australia,AUS1979,36,Australia,1979,,
Australia,AUS1980,36,Australia,1980,,
Australia,AUS1981,36,Australia,1981,,
Australia,AUS1982,36,Australia,1982,,
Australia,AUS1983,36,Australia,1983,,
Australia,AUS1984,36,Australia,1984,,
Australia,AUS1985,36,Australia,1985,,
Australia,AUS1986,36,Australia,1986,,
Australia,AUS1987,36,Australia,1987,,
Australia,AUS1988,36,Australia,1988,,
Australia,AUS1989,36,Australia,1989,,
Australia,AUS1990,36,Australia,1990,,
Australia,AUS1991,36,Australia,1991,,
Australia,AUS1992,36,Australia,1992,,
Australia,AUS1993,36,Australia,1993,,
Australia,AUS1994,36,Australia,1994,,
Australia,AUS1995,36,Australia,1995,,8.8000002
Australia,AUS1996,36,Australia,1996,1.8857397,8.6000004
Australia,AUS1997,36,Australia,1997,,8.8599997
Australia,AUS1998,36,Australia,1998,1.7664173,8.6999998
Australia,AUS1999,36,Australia,1999,,8.6999998
Australia,AUS2000,36,Australia,2000,1.9564803,8.3000002
Australia,AUS2001,36,Australia,2001,,8.5
Australia,AUS2002,36,Australia,2002,1.7533991,8.6000004
Australia,AUS2003,36,Australia,2003,1.9449878,8.8000002
Australia,AUS2004,36,Australia,2004,2.0969677,8.8000002
Australia,AUS2005,36,Australia,2005,1.9742008,8.8000002
Australia,AUS2006,36,Australia,2006,1.9914446,8.6999998
Australia,AUS2007,36,Australia,2007,2.0415981,8.6000004
Australia,AUS2008,36,Australia,2008,2.071748,8.6999998
Australia,AUS2009,36,Australia,2009,2.0783315,8.6999998
Australia,AUS2010,36,Australia,2010,2.0442386,8.6999998
Australia,AUS2011,36,Australia,2011,2.080029,8.8441563
Australia,AUS2012,36,Australia,2012,1.9952996,8.5
Australia,AUS2013,36,Australia,2013,,8.1000004
Australia,AUS2014,36,Australia,2014,,
Austria,AUT1960,40,Austria,1960,,
Austria,AUT1961,40,Austria,1961,,
Austria,AUT1962,40,Austria,1962,,
Austria,AUT1963,40,Austria,1963,,
Austria,AUT1964,40,Austria,1964,,
Austria,AUT1965,40,Austria,1965,,
Austria,AUT1966,40,Austria,1966,,
Austria,AUT1967,40,Austria,1967,,
Austria,AUT1968,40,Austria,1968,,
Austria,AUT1969,40,Austria,1969,,
Austria,AUT1970,40,Austria,1970,,
Austria,AUT1971,40,Austria,1971,,
Austria,AUT1972,40,Austria,1972,,
Austria,AUT1973,40,Austria,1973,,
Austria,AUT1974,40,Austria,1974,,
Austria,AUT1975,40,Austria,1975,,
Austria,AUT1976,40,Austria,1976,,
Austria,AUT1977,40,Austria,1977,,
Austria,AUT1978,40,Austria,1978,,
Austria,AUT1979,40,Austria,1979,,
Austria,AUT1980,40,Austria,1980,,
Austria,AUT1981,40,Austria,1981,,
Austria,AUT1982,40,Austria,1982,,
Austria,AUT1983,40,Austria,1983,,
Austria,AUT1984,40,Austria,1984,,
Austria,AUT1985,40,Austria,1985,,
Austria,AUT1986,40,Austria,1986,,
Austria,AUT1987,40,Austria,1987,,
Austria,AUT1988,40,Austria,1988,,
Austria,AUT1989,40,Austria,1989,,
Austria,AUT1990,40,Austria,1990,,
Austria,AUT1991,40,Austria,1991,,
Austria,AUT1992,40,Austria,1992,,
Austria,AUT1993,40,Austria,1993,,
Austria,AUT1994,40,Austria,1994,,
Austria,AUT1995,40,Austria,1995,,7.1300001
Austria,AUT1996,40,Austria,1996,1.9328392,7.5900002
Austria,AUT1997,40,Austria,1997,,7.6100001
Austria,AUT1998,40,Austria,1998,2.0669475,7.5
Austria,AUT1999,40,Austria,1999,,7.5999999
Austria,AUT2000,40,Austria,2000,1.9497131,7.6999998
Austria,AUT2001,40,Austria,2001,,7.8000002
Austria,AUT2002,40,Austria,2002,2.0943551,7.8000002
Austria,AUT2003,40,Austria,2003,2.102963,8
