cname,ccodealp_year_2,ccode,cname2,year,wbgi_cce,ti_cpi
Ethiopia (-1992),ETH1979,230,Ethiopia (-1992),1979,,
Ethiopia (-1992),ETH1980,230,Ethiopia (-1992),1980,,
Ethiopia (-1992),ETH1981,230,Ethiopia (-1992),1981,,
Ethiopia (-1992),ETH1982,230,Ethiopia (-1992),1982,,
Ethiopia (-1992),ETH1983,230,Ethiopia (-1992),1983,,
Ethiopia (-1992),ETH1984,230,Ethiopia (-1992),1984,,
Ethiopia (-1992),ETH1985,230,Ethiopia (-1992),1985,,
Ethiopia (-1992),ETH1986,230,Ethiopia (-1992),1986,,
Ethiopia (-1992),ETH1987,230,Ethiopia (-1992),1987,,
Ethiopia (-1992),ETH1988,230,Ethiopia (-1992),1988,,
Ethiopia (-1992),ETH1989,230,Ethiopia (-1992),1989,,
Ethiopia (-1992),ETH1990,230,Ethiopia (-1992),1990,,
Ethiopia (-1992),ETH1991,230,Ethiopia (-1992),1991,,
Ethiopia (-1992),ETH1992,230,Ethiopia (-1992),1992,,
Ethiopia (-1992),ETH1993,230,Ethiopia (-1992),1993,,
Ethiopia (-1992),ETH1994,230,Ethiopia (-1992),1994,,
Ethiopia (-1992),ETH1995,230,Ethiopia (-1992),1995,,
Ethiopia (-1992),ETH1996,230,Ethiopia (-1992),1996,,
Ethiopia (-1992),ETH1997,230,Ethiopia (-1992),1997,,
Ethiopia (-1992),ETH1998,230,Ethiopia (-1992),1998,,
Ethiopia (-1992),ETH1999,230,Ethiopia (-1992),1999,,
Ethiopia (-1992),ETH2000,230,Ethiopia (-1992),2000,,
Ethiopia (-1992),ETH2001,230,Ethiopia (-1992),2001,,
Ethiopia (-1992),ETH2002,230,Ethiopia (-1992),2002,,
Ethiopia (-1992),ETH2003,230,Ethiopia (-1992),2003,,
Ethiopia (-1992),ETH2004,230,Ethiopia (-1992),2004,,
Ethiopia (-1992),ETH2005,230,Ethiopia (-1992),2005,,
Ethiopia (-1992),ETH2006,230,Ethiopia (-1992),2006,,
Ethiopia (-1992),ETH2007,230,Ethiopia (-1992),2007,,
Ethiopia (-1992),ETH2008,230,Ethiopia (-1992),2008,,
Ethiopia (-1992),ETH2009,230,Ethiopia (-1992),2009,,
Ethiopia (-1992),ETH2010,230,Ethiopia (-1992),2010,,
Ethiopia (-1992),ETH2011,230,Ethiopia (-1992),2011,,
Ethiopia (-1992),ETH2012,230,Ethiopia (-1992),2012,,
Ethiopia (-1992),ETH2013,230,Ethiopia (-1992),2013,,
Ethiopia (-1992),ETH2014,230,Ethiopia (-1992),2014,,
Ethiopia (1993-),ETH1960,231,Ethiopia (1993-),1960,,
Ethiopia (1993-),ETH1961,231,Ethiopia (1993-),1961,,
Ethiopia (1993-),ETH1962,231,Ethiopia (1993-),1962,,
Ethiopia (1993-),ETH1963,231,Ethiopia (1993-),1963,,
Ethiopia (1993-),ETH1964,231,Ethiopia (1993-),1964,,
Ethiopia (1993-),ETH1965,231,Ethiopia (1993-),1965,,
Ethiopia (1993-),ETH1966,231,Ethiopia (1993-),1966,,
Ethiopia (1993-),ETH1967,231,Ethiopia (1993-),1967,,
Ethiopia (1993-),ETH1968,231,Ethiopia (1993-),1968,,
Ethiopia (1993-),ETH1969,231,Ethiopia (1993-),1969,,
Ethiopia (1993-),ETH1970,231,Ethiopia (1993-),1970,,
Ethiopia (1993-),ETH1971,231,Ethiopia (1993-),1971,,
Ethiopia (1993-),ETH1972,231,Ethiopia (1993-),1972,,
Ethiopia (1993-),ETH1973,231,Ethiopia (1993-),1973,,
Ethiopia (1993-),ETH1974,231,Ethiopia (1993-),1974,,
Ethiopia (1993-),ETH1975,231,Ethiopia (1993-),1975,,
Ethiopia (1993-),ETH1976,231,Ethiopia (1993-),1976,,
Ethiopia (1993-),ETH1977,231,Ethiopia (1993-),1977,,
Ethiopia (1993-),ETH1978,231,Ethiopia (1993-),1978,,
Ethiopia (1993-),ETH1979,231,Ethiopia (1993-),1979,,
Ethiopia (1993-),ETH1980,231,Ethiopia (1993-),1980,,
Ethiopia (1993-),ETH1981,231,Ethiopia (1993-),1981,,
Ethiopia (1993-),ETH1982,231,Ethiopia (1993-),1982,,
Ethiopia (1993-),ETH1983,231,Ethiopia (1993-),1983,,
Ethiopia (1993-),ETH1984,231,Ethiopia (1993-),1984,,
Ethiopia (1993-),ETH1985,231,Ethiopia (1993-),1985,,
Ethiopia (1993-),ETH1986,231,Ethiopia (1993-),1986,,
Ethiopia (1993-),ETH1987,231,Ethiopia (1993-),1987,,
Ethiopia (1993-),ETH1988,231,Ethiopia (1993-),1988,,
Ethiopia (1993-),ETH1989,231,Ethiopia (1993-),1989,,
Ethiopia (1993-),ETH1990,231,Ethiopia (1993-),1990,,
Ethiopia (1993-),ETH1991,231,Ethiopia (1993-),1991,,
Ethiopia (1993-),ETH1992,231,Ethiopia (1993-),1992,,
Ethiopia (1993-),ETH1993,231,Ethiopia (1993-),1993,,
Ethiopia (1993-),ETH1994,231,Ethiopia (1993-),1994,,
Ethiopia (1993-),ETH1995,231,Ethiopia (1993-),1995,,
Ethiopia (1993-),ETH1996,231,Ethiopia (1993-),1996,-1.1525624,
Ethiopia (1993-),ETH1997,231,Ethiopia (1993-),1997,,
Ethiopia (1993-),ETH1998,231,Ethiopia (1993-),1998,-0.69100398,
Ethiopia (1993-),ETH1999,231,Ethiopia (1993-),1999,,
Ethiopia (1993-),ETH2000,231,Ethiopia (1993-),2000,-0.48982501,3.2
Ethiopia (1993-),ETH2001,231,Ethiopia (1993-),2001,,
Ethiopia (1993-),ETH2002,231,Ethiopia (1993-),2002,-0.7280978,3.5
Ethiopia (1993-),ETH2003,231,Ethiopia (1993-),2003,-0.67886817,2.5
Ethiopia (1993-),ETH2004,231,Ethiopia (1993-),2004,-0.71609217,2.3
Ethiopia (1993-),ETH2005,231,Ethiopia (1993-),2005,-0.76913232,2.2
Ethiopia (1993-),ETH2006,231,Ethiopia (1993-),2006,-0.62263209,2.4000001
Ethiopia (1993-),ETH2007,231,Ethiopia (1993-),2007,-0.606462,2.4000001
Ethiopia (1993-),ETH2008,231,Ethiopia (1993-),2008,-0.66339493,2.5999999
Ethiopia (1993-),ETH2009,231,Ethiopia (1993-),2009,-0.71811789,2.7
Ethiopia (1993-),ETH2010,231,Ethiopia (1993-),2010,-0.70399201,2.7
Ethiopia (1993-),ETH2011,231,Ethiopia (1993-),2011,-0.67525381,2.690912
Ethiopia (1993-),ETH2012,231,Ethiopia (1993-),2012,-0.6044271,3.3
Ethiopia (1993-),ETH2013,231,Ethiopia (1993-),2013,,3.3
Ethiopia (1993-),ETH2014,231,Ethiopia (1993-),2014,,
Fiji,FJI1960,242,Fiji,1960,,
Fiji,FJI1961,242,Fiji,1961,,
Fiji,FJI1962,242,Fiji,1962,,
Fiji,FJI1963,242,Fiji,1963,,
Fiji,FJI1964,242,Fiji,1964,,
Fiji,FJI1965,242,Fiji,1965,,
Fiji,FJI1966,242,Fiji,1966,,
Fiji,FJI1967,242,Fiji,1967,,
Fiji,FJI1968,242,Fiji,1968,,
Fiji,FJI1969,242,Fiji,1969,,
Fiji,FJI1970,242,Fiji,1970,,
Fiji,FJI1971,242,Fiji,1971,,
Fiji,FJI1972,242,Fiji,1972,,
Fiji,FJI1973,242,Fiji,1973,,
Fiji,FJI1974,242,Fiji,1974,,
Fiji,FJI1975,242,Fiji,1975,,
Fiji,FJI1976,242,Fiji,1976,,
Fiji,FJI1977,242,Fiji,1977,,
Fiji,FJI1978,242,Fiji,1978,,
Fiji,FJI1979,242,Fiji,1979,,
Fiji,FJI1980,242,Fiji,1980,,
Fiji,FJI1981,242,Fiji,1981,,
Fiji,FJI1982,242,Fiji,1982,,
Fiji,FJI1983,242,Fiji,1983,,
Fiji,FJI1984,242,Fiji,1984,,
Fiji,FJI1985,242,Fiji,1985,,
Fiji,FJI1986,242,Fiji,1986,,
Fiji,FJI1987,242,Fiji,1987,,
Fiji,FJI1988,242,Fiji,1988,,
Fiji,FJI1989,242,Fiji,1989,,
Fiji,FJI1990,242,Fiji,1990,,
Fiji,FJI1991,242,Fiji,1991,,
Fiji,FJI1992,242,Fiji,1992,,
Fiji,FJI1993,242,Fiji,1993,,
Fiji,FJI1994,242,Fiji,1994,,
Fiji,FJI1995,242,Fiji,1995,,
Fiji,FJI1996,242,Fiji,1996,0.44343102,
Fiji,FJI1997,242,Fiji,1997,,
Fiji,FJI1998,242,Fiji,1998,0.13718671,
Fiji,FJI1999,242,Fiji,1999,,
Fiji,FJI2000,242,Fiji,2000,0.037424542,
Fiji,FJI2001,242,Fiji,2001,,
Fiji,FJI2002,242,Fiji,2002,0.032704089,
Fiji,FJI2003,242,Fiji,2003,-0.28618351,
Fiji,FJI2004,242,Fiji,2004,-0.075327232,
Fiji,FJI2005,242,Fiji,2005,-0.61113584,4
Fiji,FJI2006,242,Fiji,2006,-0.26798648,
Fiji,FJI2007,242,Fiji,2007,-0.36476174,
Fiji,FJI2008,242,Fiji,2008,-0.38682419,
Fiji,FJI2009,242,Fiji,2009,-0.73966038,
Fiji,FJI2010,242,Fiji,2010,-0.84908938,
Fiji,FJI2011,242,Fiji,2011,-0.44368249,
Fiji,FJI2012,242,Fiji,2012,-0.43532676,
Fiji,FJI2013,242,Fiji,2013,,
Fiji,FJI2014,242,Fiji,2014,,
Finland,FIN1960,246,Finland,1960,,
Finland,FIN1961,246,Finland,1961,,
Finland,FIN1962,246,Finland,1962,,
Finland,FIN1963,246,Finland,1963,,
Finland,FIN1964,246,Finland,1964,,
Finland,FIN1965,246,Finland,1965,,
Finland,FIN1966,246,Finland,1966,,
Finland,FIN1967,246,Finland,1967,,
Finland,FIN1968,246,Finland,1968,,
Finland,FIN1969,246,Finland,1969,,
Finland,FIN1970,246,Finland,1970,,
Finland,FIN1971,246,Finland,1971,,
Finland,FIN1972,246,Finland,1972,,
Finland,FIN1973,246,Finland,1973,,
Finland,FIN1974,246,Finland,1974,,
Finland,FIN1975,246,Finland,1975,,
Finland,FIN1976,246,Finland,1976,,
Finland,FIN1977,246,Finland,1977,,
Finland,FIN1978,246,Finland,1978,,
Finland,FIN1979,246,Finland,1979,,
Finland,FIN1980,246,Finland,1980,,
Finland,FIN1981,246,Finland,1981,,
Finland,FIN1982,246,Finland,1982,,
Finland,FIN1983,246,Finland,1983,,
Finland,FIN1984,246,Finland,1984,,
Finland,FIN1985,246,Finland,1985,,
Finland,FIN1986,246,Finland,1986,,
Finland,FIN1987,246,Finland,1987,,
Finland,FIN1988,246,Finland,1988,,
Finland,FIN1989,246,Finland,1989,,
Finland,FIN1990,246,Finland,1990,,
Finland,FIN1991,246,Finland,1991,,
Finland,FIN1992,246,Finland,1992,,
Finland,FIN1993,246,Finland,1993,,
Finland,FIN1994,246,Finland,1994,,
Finland,FIN1995,246,Finland,1995,,9.1199999
Finland,FIN1996,246,Finland,1996,2.364342,9.0500002
Finland,FIN1997,246,Finland,1997,,9.4799995
Finland,FIN1998,246,Finland,1998,2.371609,9.6000004
Finland,FIN1999,246,Finland,1999,,9.8000002
Finland,FIN2000,246,Finland,2000,2.5856156,10
Finland,FIN2001,246,Finland,2001,,9.8999996
Finland,FIN2002,246,Finland,2002,2.4582548,9.6999998
Finland,FIN2003,246,Finland,2003,2.4804883,9.6999998
Finland,FIN2004,246,Finland,2004,2.5267651,9.6999998
Finland,FIN2005,246,Finland,2005,2.3496003,9.6000004
Finland,FIN2006,246,Finland,2006,2.5526917,9.6000004
Finland,FIN2007,246,Finland,2007,2.4706924,9.3999996
Finland,FIN2008,246,Finland,2008,2.4113054,9
Finland,FIN2009,246,Finland,2009,2.3030128,8.8999996
Finland,FIN2010,246,Finland,2010,2.1819584,9.1999998
Finland,FIN2011,246,Finland,2011,2.2186146,9.4039268
Finland,FIN2012,246,Finland,2012,2.2211854,9
Finland,FIN2013,246,Finland,2013,,8.8999996
Finland,FIN2014,246,Finland,2014,,
France (-1962),FRA1960,991,France (-1962),1960,,
France (-1962),FRA1961,991,France (-1962),1961,,
France (-1962),FRA1962,991,France (-1962),1962,,
France (-1962),FRA1963,991,France (-1962),1963,,
France (-1962),FRA1964,991,France (-1962),1964,,
France (-1962),FRA1965,991,France (-1962),1965,,
France (-1962),FRA1966,991,France (-1962),1966,,
France (-1962),FRA1967,991,France (-1962),1967,,
France (-1962),FRA1968,991,France (-1962),1968,,
France (-1962),FRA1969,991,France (-1962),1969,,
France (-1962),FRA1970,991,France (-1962),1970,,
France (-1962),FRA1971,991,France (-1962),1971,,
France (-1962),FRA1972,991,France (-1962),1972,,
France (-1962),FRA1973,991,France (-1962),1973,,
France (-1962),FRA1974,991,France (-1962),1974,,
France (-1962),FRA1975,991,France (-1962),1975,,
France (-1962),FRA1976,991,France (-1962),1976,,
France (-1962),FRA1977,991,France (-1962),1977,,
France (-1962),FRA1978,991,France (-1962),1978,,
France (-1962),FRA1979,991,France (-1962),1979,,
France (-1962),FRA1980,991,France (-1962),1980,,
France (-1962),FRA1981,991,France (-1962),1981,,
France (-1962),FRA1982,991,France (-1962),1982,,
France (-1962),FRA1983,991,France (-1962),1983,,
France (-1962),FRA1984,991,France (-1962),1984,,
France (-1962),FRA1985,991,France (-1962),1985,,
France (-1962),FRA1986,991,France (-1962),1986,,
France (-1962),FRA1987,991,France (-1962),1987,,
France (-1962),FRA1988,991,France (-1962),1988,,
France (-1962),FRA1989,991,France (-1962),1989,,
France (-1962),FRA1990,991,France (-1962),1990,,
France (-1962),FRA1991,991,France (-1962),1991,,
France (-1962),FRA1992,991,France (-1962),1992,,
France (-1962),FRA1993,991,France (-1962),1993,,
France (-1962),FRA1994,991,France (-1962),1994,,
France (-1962),FRA1995,991,France (-1962),1995,,
France (-1962),FRA1996,991,France (-1962),1996,,
France (-1962),FRA1997,991,France (-1962),1997,,
France (-1962),FRA1998,991,France (-1962),1998,,
France (-1962),FRA1999,991,France (-1962),1999,,
France (-1962),FRA2000,991,France (-1962),2000,,
France (-1962),FRA2001,991,France (-1962),2001,,
France (-1962),FRA2002,991,France (-1962),2002,,
France (-1962),FRA2003,991,France (-1962),2003,,
France (-1962),FRA2004,991,France (-1962),2004,,
France (-1962),FRA2005,991,France (-1962),2005,,
France (-1962),FRA2006,991,France (-1962),2006,,
France (-1962),FRA2007,991,France (-1962),2007,,
France (-1962),FRA2008,991,France (-1962),2008,,
France (-1962),FRA2009,991,France (-1962),2009,,
France (-1962),FRA2010,991,France (-1962),2010,,
France (-1962),FRA2011,991,France (-1962),2011,,
France (-1962),FRA2012,991,France (-1962),2012,,
France (-1962),FRA2013,991,France (-1962),2013,,
France (-1962),FRA2014,991,France (-1962),2014,,
France (1963-),FRA1960,250,France (1963-),1960,,
France (1963-),FRA1961,250,France (1963-),1961,,
France (1963-),FRA1962,250,France (1963-),1962,,
France (1963-),FRA1963,250,France (1963-),1963,,
France (1963-),FRA1964,250,France (1963-),1964,,
France (1963-),FRA1965,250,France (1963-),1965,,
France (1963-),FRA1966,250,France (1963-),1966,,
France (1963-),FRA1967,250,France (1963-),1967,,
France (1963-),FRA1968,250,France (1963-),1968,,
France (1963-),FRA1969,250,France (1963-),1969,,
France (1963-),FRA1970,250,France (1963-),1970,,
France (1963-),FRA1971,250,France (1963-),1971,,
France (1963-),FRA1972,250,France (1963-),1972,,
France (1963-),FRA1973,250,France (1963-),1973,,
France (1963-),FRA1974,250,France (1963-),1974,,
France (1963-),FRA1975,250,France (1963-),1975,,
France (1963-),FRA1976,250,France (1963-),1976,,
France (1963-),FRA1977,250,France (1963-),1977,,
France (1963-),FRA1978,250,France (1963-),1978,,
France (1963-),FRA1979,250,France (1963-),1979,,
France (1963-),FRA1980,250,France (1963-),1980,,
France (1963-),FRA1981,250,France (1963-),1981,,
France (1963-),FRA1982,250,France (1963-),1982,,
France (1963-),FRA1983,250,France (1963-),1983,,
France (1963-),FRA1984,250,France (1963-),1984,,
France (1963-),FRA1985,250,France (1963-),1985,,
France (1963-),FRA1986,250,France (1963-),1986,,
France (1963-),FRA1987,250,France (1963-),1987,,
France (1963-),FRA1988,250,France (1963-),1988,,
France (1963-),FRA1989,250,France (1963-),1989,,
France (1963-),FRA1990,250,France (1963-),1990,,
France (1963-),FRA1991,250,France (1963-),1991,,
France (1963-),FRA1992,250,France (1963-),1992,,
France (1963-),FRA1993,250,France (1963-),1993,,
France (1963-),FRA1994,250,France (1963-),1994,,
France (1963-),FRA1995,250,France (1963-),1995,,7
France (1963-),FRA1996,250,France (1963-),1996,1.2572246,6.96
France (1963-),FRA1997,250,France (1963-),1997,,6.6599998
France (1963-),FRA1998,250,France (1963-),1998,1.4041487,6.6999998
France (1963-),FRA1999,250,France (1963-),1999,,6.5999999
France (1963-),FRA2000,250,France (1963-),2000,1.3572415,6.6999998
France (1963-),FRA2001,250,France (1963-),2001,,6.6999998
France (1963-),FRA2002,250,France (1963-),2002,1.2391217,6.3000002
France (1963-),FRA2003,250,France (1963-),2003,1.3394184,6.9000001
France (1963-),FRA2004,250,France (1963-),2004,1.3437282,7.0999999
France (1963-),FRA2005,250,France (1963-),2005,1.3501327,7.5
France (1963-),FRA2006,250,France (1963-),2006,1.4557248,7.4000001
France (1963-),FRA2007,250,France (1963-),2007,1.4420071,7.3000002
France (1963-),FRA2008,250,France (1963-),2008,1.3784498,6.9000001
France (1963-),FRA2009,250,France (1963-),2009,1.4174042,6.9000001
France (1963-),FRA2010,250,France (1963-),2010,1.4359748,6.8000002
France (1963-),FRA2011,250,France (1963-),2011,1.5219928,7.005064
France (1963-),FRA2012,250,France (1963-),2012,1.4222254,7.0999999
France (1963-),FRA2013,250,France (1963-),2013,,7.0999999
France (1963-),FRA2014,250,France (1963-),2014,,
Gabon,GAB1960,266,Gabon,1960,,
Gabon,GAB1961,266,Gabon,1961,,
Gabon,GAB1962,266,Gabon,1962,,
Gabon,GAB1963,266,Gabon,1963,,
Gabon,GAB1964,266,Gabon,1964,,
Gabon,GAB1965,266,Gabon,1965,,
Gabon,GAB1966,266,Gabon,1966,,
Gabon,GAB1967,266,Gabon,1967,,
Gabon,GAB1968,266,Gabon,1968,,
Gabon,GAB1969,266,Gabon,1969,,
Gabon,GAB1970,266,Gabon,1970,,
Gabon,GAB1971,266,Gabon,1971,,
Gabon,GAB1972,266,Gabon,1972,,
Gabon,GAB1973,266,Gabon,1973,,
Gabon,GAB1974,266,Gabon,1974,,
Gabon,GAB1975,266,Gabon,1975,,
Gabon,GAB1976,266,Gabon,1976,,
Gabon,GAB1977,266,Gabon,1977,,
Gabon,GAB1978,266,Gabon,1978,,
Gabon,GAB1979,266,Gabon,1979,,
Gabon,GAB1980,266,Gabon,1980,,
Gabon,GAB1981,266,Gabon,1981,,
Gabon,GAB1982,266,Gabon,1982,,
Gabon,GAB1983,266,Gabon,1983,,
Gabon,GAB1984,266,Gabon,1984,,
Gabon,GAB1985,266,Gabon,1985,,
Gabon,GAB1986,266,Gabon,1986,,
Gabon,GAB1987,266,Gabon,1987,,
Gabon,GAB1988,266,Gabon,1988,,
Gabon,GAB1989,266,Gabon,1989,,
Gabon,GAB1990,266,Gabon,1990,,
Gabon,GAB1991,266,Gabon,1991,,
Gabon,GAB1992,266,Gabon,1992,,
Gabon,GAB1993,266,Gabon,1993,,
Gabon,GAB1994,266,Gabon,1994,,
Gabon,GAB1995,266,Gabon,1995,,
Gabon,GAB1996,266,Gabon,1996,-1.0177379,
Gabon,GAB1997,266,Gabon,1997,,
Gabon,GAB1998,266,Gabon,1998,-0.8749491,
Gabon,GAB1999,266,Gabon,1999,,
Gabon,GAB2000,266,Gabon,2000,-0.50367743,
Gabon,GAB2001,266,Gabon,2001,,
Gabon,GAB2002,266,Gabon,2002,-0.41900781,
Gabon,GAB2003,266,Gabon,2003,-0.47456709,
Gabon,GAB2004,266,Gabon,2004,-0.76164067,3.3
Gabon,GAB2005,266,Gabon,2005,-0.54507655,2.9000001
Gabon,GAB2006,266,Gabon,2006,-0.96201247,3
Gabon,GAB2007,266,Gabon,2007,-1.0328925,3.3
Gabon,GAB2008,266,Gabon,2008,-1.0205216,3.0999999
Gabon,GAB2009,266,Gabon,2009,-0.94167334,2.9000001
Gabon,GAB2010,266,Gabon,2010,-0.78038323,2.8
Gabon,GAB2011,266,Gabon,2011,-0.78572327,2.9830019
Gabon,GAB2012,266,Gabon,2012,-0.55129999,3.5
Gabon,GAB2013,266,Gabon,2013,,3.4000001
Gabon,GAB2014,266,Gabon,2014,,
Gambia,GMB1960,270,Gambia,1960,,
Gambia,GMB1961,270,Gambia,1961,,
Gambia,GMB1962,270,Gambia,1962,,
Gambia,GMB1963,270,Gambia,1963,,
Gambia,GMB1964,270,Gambia,1964,,
Gambia,GMB1965,270,Gambia,1965,,
Gambia,GMB1966,270,Gambia,1966,,
Gambia,GMB1967,270,Gambia,1967,,
Gambia,GMB1968,270,Gambia,1968,,
Gambia,GMB1969,270,Gambia,1969,,
Gambia,GMB1970,270,Gambia,1970,,
Gambia,GMB1971,270,Gambia,1971,,
Gambia,GMB1972,270,Gambia,1972,,
Gambia,GMB1973,270,Gambia,1973,,
Gambia,GMB1974,270,Gambia,1974,,
Gambia,GMB1975,270,Gambia,1975,,
Gambia,GMB1976,270,Gambia,1976,,
Gambia,GMB1977,270,Gambia,1977,,
Gambia,GMB1978,270,Gambia,1978,,
Gambia,GMB1979,270,Gambia,1979,,
Gambia,GMB1980,270,Gambia,1980,,
Gambia,GMB1981,270,Gambia,1981,,
Gambia,GMB1982,270,Gambia,1982,,
Gambia,GMB1983,270,Gambia,1983,,
Gambia,GMB1984,270,Gambia,1984,,
Gambia,GMB1985,270,Gambia,1985,,
Gambia,GMB1986,270,Gambia,1986,,
Gambia,GMB1987,270,Gambia,1987,,
Gambia,GMB1988,270,Gambia,1988,,
Gambia,GMB1989,270,Gambia,1989,,
Gambia,GMB1990,270,Gambia,1990,,
Gambia,GMB1991,270,Gambia,1991,,
Gambia,GMB1992,270,Gambia,1992,,
Gambia,GMB1993,270,Gambia,1993,,
Gambia,GMB1994,270,Gambia,1994,,
Gambia,GMB1995,270,Gambia,1995,,
Gambia,GMB1996,270,Gambia,1996,-0.44192848,
Gambia,GMB1997,270,Gambia,1997,,
Gambia,GMB1998,270,Gambia,1998,-0.53126502,
Gambia,GMB1999,270,Gambia,1999,,
Gambia,GMB2000,270,Gambia,2000,-0.4099201,
Gambia,GMB2001,270,Gambia,2001,,
Gambia,GMB2002,270,Gambia,2002,-0.43657517,
Gambia,GMB2003,270,Gambia,2003,-0.33165973,2.5
Gambia,GMB2004,270,Gambia,2004,-0.59311157,2.8
Gambia,GMB2005,270,Gambia,2005,-0.70791221,2.7
Gambia,GMB2006,270,Gambia,2006,-0.74082106,2.5
Gambia,GMB2007,270,Gambia,2007,-0.77149892,2.3
Gambia,GMB2008,270,Gambia,2008,-0.75296354,1.9
Gambia,GMB2009,270,Gambia,2009,-0.56380385,2.9000001
Gambia,GMB2010,270,Gambia,2010,-0.55965525,3.2
Gambia,GMB2011,270,Gambia,2011,-0.49833632,3.5119059
Gambia,GMB2012,270,Gambia,2012,-0.6419161,3.4000001
Gambia,GMB2013,270,Gambia,2013,,2.8
Gambia,GMB2014,270,Gambia,2014,,
Georgia,GEO1960,268,Georgia,1960,,
Georgia,GEO1961,268,Georgia,1961,,
Georgia,GEO1962,268,Georgia,1962,,
Georgia,GEO1963,268,Georgia,1963,,
Georgia,GEO1964,268,Georgia,1964,,
Georgia,GEO1965,268,Georgia,1965,,
Georgia,GEO1966,268,Georgia,1966,,
Georgia,GEO1967,268,Georgia,1967,,
Georgia,GEO1968,268,Georgia,1968,,
Georgia,GEO1969,268,Georgia,1969,,
Georgia,GEO1970,268,Georgia,1970,,
Georgia,GEO1971,268,Georgia,1971,,
Georgia,GEO1972,268,Georgia,1972,,
Georgia,GEO1973,268,Georgia,1973,,
Georgia,GEO1974,268,Georgia,1974,,
Georgia,GEO1975,268,Georgia,1975,,
Georgia,GEO1976,268,Georgia,1976,,
Georgia,GEO1977,268,Georgia,1977,,
Georgia,GEO1978,268,Georgia,1978,,
Georgia,GEO1979,268,Georgia,1979,,
Georgia,GEO1980,268,Georgia,1980,,
Georgia,GEO1981,268,Georgia,1981,,
Georgia,GEO1982,268,Georgia,1982,,
Georgia,GEO1983,268,Georgia,1983,,
Georgia,GEO1984,268,Georgia,1984,,
Georgia,GEO1985,268,Georgia,1985,,
Georgia,GEO1986,268,Georgia,1986,,
Georgia,GEO1987,268,Georgia,1987,,
Georgia,GEO1988,268,Georgia,1988,,
Georgia,GEO1989,268,Georgia,1989,,
Georgia,GEO1990,268,Georgia,1990,,
Georgia,GEO1991,268,Georgia,1991,,
Georgia,GEO1992,268,Georgia,1992,,
Georgia,GEO1993,268,Georgia,1993,,
Georgia,GEO1994,268,Georgia,1994,,
Georgia,GEO1995,268,Georgia,1995,,
Georgia,GEO1996,268,Georgia,1996,-1.3887855,
Georgia,GEO1997,268,Georgia,1997,,
Georgia,GEO1998,268,Georgia,1998,-0.78348148,
Georgia,GEO1999,268,Georgia,1999,,2.3
Georgia,GEO2000,268,Georgia,2000,-0.87760001,
Georgia,GEO2001,268,Georgia,2001,,
Georgia,GEO2002,268,Georgia,2002,-1.1387252,2.4000001
Georgia,GEO2003,268,Georgia,2003,-0.64721155,1.8
Georgia,GEO2004,268,Georgia,2004,-0.60830319,2
Georgia,GEO2005,268,Georgia,2005,-0.35925508,2.3
Georgia,GEO2006,268,Georgia,2006,-0.043763332,2.8
Georgia,GEO2007,268,Georgia,2007,-0.24913333,3.4000001
Georgia,GEO2008,268,Georgia,2008,-0.22359836,3.9000001
Georgia,GEO2009,268,Georgia,2009,-0.22422254,4.0999999
Georgia,GEO2010,268,Georgia,2010,-0.11907493,3.8
Georgia,GEO2011,268,Georgia,2011,-0.024231153,4.1329689
Georgia,GEO2012,268,Georgia,2012,0.25329,5.1999998
Georgia,GEO2013,268,Georgia,2013,,4.9000001
Georgia,GEO2014,268,Georgia,2014,,
Germany,DEU1960,276,Germany,1960,,
Germany,DEU1961,276,Germany,1961,,
Germany,DEU1962,276,Germany,1962,,
Germany,DEU1963,276,Germany,1963,,
Germany,DEU1964,276,Germany,1964,,
Germany,DEU1965,276,Germany,1965,,
Germany,DEU1966,276,Germany,1966,,
Germany,DEU1967,276,Germany,1967,,
Germany,DEU1968,276,Germany,1968,,
Germany,DEU1969,276,Germany,1969,,
Germany,DEU1970,276,Germany,1970,,
Germany,DEU1971,276,Germany,1971,,
Germany,DEU1972,276,Germany,1972,,
Germany,DEU1973,276,Germany,1973,,
Germany,DEU1974,276,Germany,1974,,
Germany,DEU1975,276,Germany,1975,,
Germany,DEU1976,276,Germany,1976,,
Germany,DEU1977,276,Germany,1977,,
Germany,DEU1978,276,Germany,1978,,
Germany,DEU1979,276,Germany,1979,,
Germany,DEU1980,276,Germany,1980,,
Germany,DEU1981,276,Germany,1981,,
Germany,DEU1982,276,Germany,1982,,
Germany,DEU1983,276,Germany,1983,,
Germany,DEU1984,276,Germany,1984,,
Germany,DEU1985,276,Germany,1985,,
Germany,DEU1986,276,Germany,1986,,
Germany,DEU1987,276,Germany,1987,,
Germany,DEU1988,276,Germany,1988,,
Germany,DEU1989,276,Germany,1989,,
Germany,DEU1990,276,Germany,1990,,
Germany,DEU1991,276,Germany,1991,,
Germany,DEU1992,276,Germany,1992,,
Germany,DEU1993,276,Germany,1993,,
Germany,DEU1994,276,Germany,1994,,
Germany,DEU1995,276,Germany,1995,,8.1400003
Germany,DEU1996,276,Germany,1996,1.9947773,8.2700005
Germany,DEU1997,276,Germany,1997,,8.2299995
Germany,DEU1998,276,Germany,1998,2.1647913,7.9000001
Germany,DEU1999,276,Germany,1999,,8
Germany,DEU2000,276,Germany,2000,1.9020823,7.5999999
